item,group,test,tier,seeds,verdicts,fired,bins,bins_unhit,unhit_list,witness_bins,witness_marked,hold,carve,status
TP-BIT-028,gen_bit_draft,gen_test_bit_draft,targeted,3,PASS,none,80,80,CG-BIT-008.cp_funnel_amt.a0; CG-BIT-008.cp_funnel_amt.a1; CG-BIT-008.cp_funnel_amt.a31; CG-BIT-008.cp_funnel_amt.a32; CG-BIT-008.cp_funnel_amt.a33; CG-BIT-008.cp_funnel_amt.a63; CG-BIT-008.cp_funnel_amt.mid_hi; CG-BIT-008.cp_funnel_amt.mid_lo; CG-BIT-008.cp_op.fsl; CG-BIT-008.cp_op.fsr; CG-BIT-008.cp_op.fsri; CG-BIT-008.cp_rs1_rs3_class.equal; CG-BIT-008.cp_rs1_rs3_class.ones_zero; CG-BIT-008.cp_rs1_rs3_class.rand; CG-BIT-008.cp_rs1_rs3_class.zero_ones; CG-BIT-008.cp_rs2_upper6.zero; CG-BIT-008.cp_rs3_choice.distinct; CG-BIT-008.cp_rs3_choice.eq_rd; CG-BIT-008.cp_rs3_choice.eq_rs1; CG-BIT-008.cp_rs3_choice.eq_rs2; CG-BIT-008.cp_rs3_choice.x0; CG-BIT-008.cr_funnel_amt.fsl_a0; CG-BIT-008.cr_funnel_amt.fsl_a1; CG-BIT-008.cr_funnel_amt.fsl_a31; CG-BIT-008.cr_funnel_amt.fsl_a32; CG-BIT-008.cr_funnel_amt.fsl_a33; CG-BIT-008.cr_funnel_amt.fsl_a63; CG-BIT-008.cr_funnel_amt.fsl_mid_hi; CG-BIT-008.cr_funnel_amt.fsl_mid_lo; CG-BIT-008.cr_funnel_amt.fsr_a0; CG-BIT-008.cr_funnel_amt.fsr_a1; CG-BIT-008.cr_funnel_amt.fsr_a31; CG-BIT-008.cr_funnel_amt.fsr_a32; CG-BIT-008.cr_funnel_amt.fsr_a33; CG-BIT-008.cr_funnel_amt.fsr_a63; CG-BIT-008.cr_funnel_amt.fsr_mid_hi; CG-BIT-008.cr_funnel_amt.fsr_mid_lo; CG-BIT-008.cr_funnel_amt.fsri_a0; CG-BIT-008.cr_funnel_amt.fsri_a1; CG-BIT-008.cr_funnel_amt.fsri_a31; CG-BIT-008.cr_funnel_amt.fsri_a32; CG-BIT-008.cr_funnel_amt.fsri_a33; CG-BIT-008.cr_funnel_amt.fsri_a63; CG-BIT-008.cr_funnel_amt.fsri_mid_hi; CG-BIT-008.cr_funnel_amt.fsri_mid_lo; CG-BIT-008.cr_op_rs13.fsl_equal; CG-BIT-008.cr_op_rs13.fsl_ones_zero; CG-BIT-008.cr_op_rs13.fsl_rand; CG-BIT-008.cr_op_rs13.fsl_zero_ones; CG-BIT-008.cr_op_rs13.fsr_equal; CG-BIT-008.cr_op_rs13.fsr_ones_zero; CG-BIT-008.cr_op_rs13.fsr_rand; CG-BIT-008.cr_op_rs13.fsr_zero_ones; CG-BIT-008.cr_op_rs13.fsri_equal; CG-BIT-008.cr_op_rs13.fsri_ones_zero; CG-BIT-008.cr_op_rs13.fsri_rand; CG-BIT-008.cr_op_rs13.fsri_zero_ones; CG-BIT-008.cr_op_rs3.fsl_distinct; CG-BIT-008.cr_op_rs3.fsl_eq_rd; CG-BIT-008.cr_op_rs3.fsl_eq_rs1; CG-BIT-008.cr_op_rs3.fsl_eq_rs2; CG-BIT-008.cr_op_rs3.fsl_x0; CG-BIT-008.cr_op_rs3.fsr_distinct; CG-BIT-008.cr_op_rs3.fsr_eq_rd; CG-BIT-008.cr_op_rs3.fsr_eq_rs1; CG-BIT-008.cr_op_rs3.fsr_eq_rs2; CG-BIT-008.cr_op_rs3.fsr_x0; CG-BIT-008.cr_op_rs3.fsri_distinct; CG-BIT-008.cr_op_rs3.fsri_eq_rd; CG-BIT-008.cr_op_rs3.fsri_eq_rs1; CG-BIT-008.cr_op_rs3.fsri_eq_rs2; CG-BIT-008.cr_op_rs3.fsri_x0; CG-BIT-010.cp_delta.d2; CG-BIT-010.cp_op.fsl; CG-BIT-010.cp_op.fsr; CG-BIT-010.cp_op.fsri; CG-BIT-010.cp_wb_busy.no; CG-BIT-010.cr_op_delta_clean.fsl_d2; CG-BIT-010.cr_op_delta_clean.fsr_d2; CG-BIT-010.cr_op_delta_clean.fsri_d2,0,no,,,UNVERIFIED (no fcov check with per-bin results in the round)
TP-BIT-029,gen_bit_draft,gen_test_bit_draft,targeted,3,PASS,none,11,11,CG-BIT-008.cp_fsri_hi5.other; CG-BIT-008.cp_funnel_amt.a0; CG-BIT-008.cp_funnel_amt.a31; CG-BIT-008.cp_funnel_amt.a32; CG-BIT-008.cp_funnel_amt.a33; CG-BIT-008.cp_funnel_amt.a63; CG-BIT-008.cp_op.fsl; CG-BIT-008.cp_op.fsr; CG-BIT-008.cp_rs2_upper6.nonzero; CG-BIT-008.cr_funnel_upper.fsl_nonzero; CG-BIT-008.cr_funnel_upper.fsr_nonzero,0,no,,,UNVERIFIED (no fcov check with per-bin results in the round)
TP-BIT-030,gen_bit_draft,gen_test_bit_draft,targeted,3,PASS,none,54,54,CG-BIT-009.cp_ctrl_upper.nonzero; CG-BIT-009.cp_ctrl_upper.zero; CG-BIT-009.cp_data_class.above_len_set; CG-BIT-009.cp_data_class.all_ones; CG-BIT-009.cp_data_class.rand; CG-BIT-009.cp_data_class.zero; CG-BIT-009.cp_delta.d1; CG-BIT-009.cp_len.l0; CG-BIT-009.cp_len.l1; CG-BIT-009.cp_len.l15; CG-BIT-009.cp_len.mid; CG-BIT-009.cp_off.mid; CG-BIT-009.cp_off.mid_hi; CG-BIT-009.cp_off.o0; CG-BIT-009.cp_off.o16; CG-BIT-009.cp_off.o31; CG-BIT-009.cp_overflow.no; CG-BIT-009.cp_rd_x0.no; CG-BIT-009.cp_rs1_class.all_ones; CG-BIT-009.cp_rs1_class.rand; CG-BIT-009.cp_rs1_class.zero; CG-BIT-009.cr_data_rs1.above_len_set_all_ones; CG-BIT-009.cr_data_rs1.above_len_set_rand; CG-BIT-009.cr_data_rs1.above_len_set_zero; CG-BIT-009.cr_data_rs1.all_ones_all_ones; CG-BIT-009.cr_data_rs1.all_ones_rand; CG-BIT-009.cr_data_rs1.all_ones_zero; CG-BIT-009.cr_data_rs1.rand_all_ones; CG-BIT-009.cr_data_rs1.rand_rand; CG-BIT-009.cr_data_rs1.rand_zero; CG-BIT-009.cr_data_rs1.zero_all_ones; CG-BIT-009.cr_data_rs1.zero_rand; CG-BIT-009.cr_data_rs1.zero_zero; CG-BIT-009.cr_len_off.l0_mid; CG-BIT-009.cr_len_off.l0_mid_hi; CG-BIT-009.cr_len_off.l0_o0; CG-BIT-009.cr_len_off.l0_o16; CG-BIT-009.cr_len_off.l0_o31; CG-BIT-009.cr_len_off.l15_mid; CG-BIT-009.cr_len_off.l15_mid_hi; CG-BIT-009.cr_len_off.l15_o0; CG-BIT-009.cr_len_off.l15_o16; CG-BIT-009.cr_len_off.l15_o31; CG-BIT-009.cr_len_off.l1_mid; CG-BIT-009.cr_len_off.l1_mid_hi; CG-BIT-009.cr_len_off.l1_o0; CG-BIT-009.cr_len_off.l1_o16; CG-BIT-009.cr_len_off.l1_o31; CG-BIT-009.cr_len_off.mid_mid; CG-BIT-009.cr_len_off.mid_mid_hi; CG-BIT-009.cr_len_off.mid_o0; CG-BIT-009.cr_len_off.mid_o16; CG-BIT-009.cr_len_off.mid_o31; CG-BIT-011.cp_legal_insn.bfp,0,no,,,UNVERIFIED (no fcov check with per-bin results in the round)
TP-BIT-031,gen_bit_draft,gen_test_bit_draft,targeted,3,PASS,none,10,10,CG-BIT-009.cp_data_class.above_len_set; CG-BIT-009.cp_len.l0; CG-BIT-009.cp_len.l15; CG-BIT-009.cp_len.mid; CG-BIT-009.cp_off.o16; CG-BIT-009.cp_off.o31; CG-BIT-009.cp_overflow.yes; CG-BIT-009.cr_overflow_len.yes_l0; CG-BIT-009.cr_overflow_len.yes_l15; CG-BIT-009.cr_overflow_len.yes_mid,0,no,,,UNVERIFIED (no fcov check with per-bin results in the round)
TP-BIT-032,gen_bit_draft,gen_test_bit_draft,targeted,3,PASS,none,70,70,CG-BIT-007.cp_op.crc32_b; CG-BIT-007.cp_op.crc32_h; CG-BIT-007.cp_op.crc32_w; CG-BIT-007.cp_op.crc32c_b; CG-BIT-007.cp_op.crc32c_h; CG-BIT-007.cp_op.crc32c_w; CG-BIT-007.cp_rs1_class.all_ones; CG-BIT-007.cp_rs1_class.high_only; CG-BIT-007.cp_rs1_class.low_only; CG-BIT-007.cp_rs1_class.one; CG-BIT-007.cp_rs1_class.rand; CG-BIT-007.cp_rs1_class.single_bit; CG-BIT-007.cp_rs1_class.zero; CG-BIT-007.cr_op_rs1.crc32_b_all_ones; CG-BIT-007.cr_op_rs1.crc32_b_high_only; CG-BIT-007.cr_op_rs1.crc32_b_low_only; CG-BIT-007.cr_op_rs1.crc32_b_one; CG-BIT-007.cr_op_rs1.crc32_b_rand; CG-BIT-007.cr_op_rs1.crc32_b_single_bit; CG-BIT-007.cr_op_rs1.crc32_b_zero; CG-BIT-007.cr_op_rs1.crc32_h_all_ones; CG-BIT-007.cr_op_rs1.crc32_h_high_only; CG-BIT-007.cr_op_rs1.crc32_h_low_only; CG-BIT-007.cr_op_rs1.crc32_h_one; CG-BIT-007.cr_op_rs1.crc32_h_rand; CG-BIT-007.cr_op_rs1.crc32_h_single_bit; CG-BIT-007.cr_op_rs1.crc32_h_zero; CG-BIT-007.cr_op_rs1.crc32_w_all_ones; CG-BIT-007.cr_op_rs1.crc32_w_low_only; CG-BIT-007.cr_op_rs1.crc32_w_one; CG-BIT-007.cr_op_rs1.crc32_w_rand; CG-BIT-007.cr_op_rs1.crc32_w_single_bit; CG-BIT-007.cr_op_rs1.crc32_w_zero; CG-BIT-007.cr_op_rs1.crc32c_b_all_ones; CG-BIT-007.cr_op_rs1.crc32c_b_high_only; CG-BIT-007.cr_op_rs1.crc32c_b_low_only; CG-BIT-007.cr_op_rs1.crc32c_b_one; CG-BIT-007.cr_op_rs1.crc32c_b_rand; CG-BIT-007.cr_op_rs1.crc32c_b_single_bit; CG-BIT-007.cr_op_rs1.crc32c_b_zero; CG-BIT-007.cr_op_rs1.crc32c_h_all_ones; CG-BIT-007.cr_op_rs1.crc32c_h_high_only; CG-BIT-007.cr_op_rs1.crc32c_h_low_only; CG-BIT-007.cr_op_rs1.crc32c_h_one; CG-BIT-007.cr_op_rs1.crc32c_h_rand; CG-BIT-007.cr_op_rs1.crc32c_h_single_bit; CG-BIT-007.cr_op_rs1.crc32c_h_zero; CG-BIT-007.cr_op_rs1.crc32c_w_all_ones; CG-BIT-007.cr_op_rs1.crc32c_w_low_only; CG-BIT-007.cr_op_rs1.crc32c_w_one; CG-BIT-007.cr_op_rs1.crc32c_w_rand; CG-BIT-007.cr_op_rs1.crc32c_w_single_bit; CG-BIT-007.cr_op_rs1.crc32c_w_zero; CG-BIT-010.cp_delta.d2; CG-BIT-010.cp_fetch_stall.no; CG-BIT-010.cp_op.crc32_b; CG-BIT-010.cp_op.crc32_h; CG-BIT-010.cp_op.crc32_w; CG-BIT-010.cp_op.crc32c_b; CG-BIT-010.cp_op.crc32c_h; CG-BIT-010.cp_op.crc32c_w; CG-BIT-010.cp_op_class.crc; CG-BIT-010.cp_wb_busy.no; CG-BIT-010.cr_class_delta_clean.crc_d2; CG-BIT-010.cr_op_delta_clean.crc32_b_d2; CG-BIT-010.cr_op_delta_clean.crc32_h_d2; CG-BIT-010.cr_op_delta_clean.crc32_w_d2; CG-BIT-010.cr_op_delta_clean.crc32c_b_d2; CG-BIT-010.cr_op_delta_clean.crc32c_h_d2; CG-BIT-010.cr_op_delta_clean.crc32c_w_d2,0,no,,,UNVERIFIED (no fcov check with per-bin results in the round)
TP-BIT-033,gen_bit_draft,gen_test_bit_draft,targeted,3,PASS,none,5,5,CG-BIT-007.cp_rs1_class.all_ones; CG-BIT-007.cp_rs1_class.high_only; CG-BIT-007.cp_rs1_class.low_only; CG-BIT-007.cp_rs1_class.single_bit; CG-BIT-007.cp_rs1_class.zero,0,no,,,UNVERIFIED (no fcov check with per-bin results in the round)
TP-BIT-038,gen_bit_ratified,gen_test_bit_ratified,targeted,3,PASS,yes,196,99,CG-BIT-001.cr_op_rd_x0.pack_no (bins_not_hit); CG-BIT-001.cr_op_rd_x0.packh_no (bins_not_hit); CG-BIT-001.cr_op_rd_x0.packu_no (bins_not_hit); CG-BIT-003.cp_op.rol (not declared); CG-BIT-003.cp_op.ror (not declared); CG-BIT-003.cp_op.rori (not declared); CG-BIT-003.cp_op.slo (not declared); CG-BIT-003.cp_op.sloi (not declared); CG-BIT-003.cp_op.sro (not declared); CG-BIT-003.cp_op.sroi (not declared); CG-BIT-003.cr_op_rd_x0.rol_no (not declared); CG-BIT-003.cr_op_rd_x0.rol_yes (not declared); CG-BIT-003.cr_op_rd_x0.ror_no (not declared); CG-BIT-003.cr_op_rd_x0.ror_yes (not declared); CG-BIT-003.cr_op_rd_x0.rori_no (not declared); CG-BIT-003.cr_op_rd_x0.rori_yes (not declared); CG-BIT-003.cr_op_rd_x0.slo_no (not declared); CG-BIT-003.cr_op_rd_x0.slo_yes (not declared); CG-BIT-003.cr_op_rd_x0.sloi_no (not declared); CG-BIT-003.cr_op_rd_x0.sloi_yes (not declared); CG-BIT-003.cr_op_rd_x0.sro_no (not declared); CG-BIT-003.cr_op_rd_x0.sro_yes (not declared); CG-BIT-003.cr_op_rd_x0.sroi_no (not declared); CG-BIT-003.cr_op_rd_x0.sroi_yes (not declared); CG-BIT-004.cp_op.gorc (not declared); CG-BIT-004.cp_op.gorci (not declared); CG-BIT-004.cp_op.grev (not declared); CG-BIT-004.cp_op.grevi (not declared); CG-BIT-004.cp_op.shfl (not declared); CG-BIT-004.cp_op.shfli (not declared); CG-BIT-004.cp_op.unshfl (not declared); CG-BIT-004.cp_op.unshfli (not declared); CG-BIT-004.cr_op_rd_x0.gorc_no (not declared); CG-BIT-004.cr_op_rd_x0.gorc_yes (not declared); CG-BIT-004.cr_op_rd_x0.gorci_no (not declared); CG-BIT-004.cr_op_rd_x0.gorci_yes (not declared); CG-BIT-004.cr_op_rd_x0.grev_no (not declared); CG-BIT-004.cr_op_rd_x0.grev_yes (not declared); CG-BIT-004.cr_op_rd_x0.grevi_no (not declared); CG-BIT-004.cr_op_rd_x0.grevi_yes (not declared); CG-BIT-004.cr_op_rd_x0.shfl_no (not declared); CG-BIT-004.cr_op_rd_x0.shfl_yes (not declared); CG-BIT-004.cr_op_rd_x0.shfli_no (not declared); CG-BIT-004.cr_op_rd_x0.shfli_yes (not declared); CG-BIT-004.cr_op_rd_x0.unshfl_no (not declared); CG-BIT-004.cr_op_rd_x0.unshfl_yes (not declared); CG-BIT-004.cr_op_rd_x0.unshfli_no (not declared); CG-BIT-004.cr_op_rd_x0.unshfli_yes (not declared); CG-BIT-005.cp_op.xperm_b (not declared); CG-BIT-005.cp_op.xperm_h (not declared); CG-BIT-005.cp_op.xperm_n (not declared); CG-BIT-005.cr_op_rd_x0.xperm_b_no (not declared); CG-BIT-005.cr_op_rd_x0.xperm_b_yes (not declared); CG-BIT-005.cr_op_rd_x0.xperm_h_no (not declared); CG-BIT-005.cr_op_rd_x0.xperm_h_yes (not declared); CG-BIT-005.cr_op_rd_x0.xperm_n_no (not declared); CG-BIT-005.cr_op_rd_x0.xperm_n_yes (not declared); CG-BIT-007.cp_op.clmul (not declared); CG-BIT-007.cp_op.clmulh (not declared); CG-BIT-007.cp_op.clmulr (not declared); CG-BIT-007.cp_op.crc32_b (not declared); CG-BIT-007.cp_op.crc32_h (not declared); CG-BIT-007.cp_op.crc32_w (not declared); CG-BIT-007.cp_op.crc32c_b (not declared); CG-BIT-007.cp_op.crc32c_h (not declared); CG-BIT-007.cp_op.crc32c_w (not declared); CG-BIT-007.cr_op_rd_x0.clmul_no (not declared); CG-BIT-007.cr_op_rd_x0.clmul_yes (not declared); CG-BIT-007.cr_op_rd_x0.clmulh_no (not declared); CG-BIT-007.cr_op_rd_x0.clmulh_yes (not declared); CG-BIT-007.cr_op_rd_x0.clmulr_no (not declared); CG-BIT-007.cr_op_rd_x0.clmulr_yes (not declared); CG-BIT-007.cr_op_rd_x0.crc32_b_no (not declared); CG-BIT-007.cr_op_rd_x0.crc32_b_yes (not declared); CG-BIT-007.cr_op_rd_x0.crc32_h_no (not declared); CG-BIT-007.cr_op_rd_x0.crc32_h_yes (not declared); CG-BIT-007.cr_op_rd_x0.crc32_w_no (not declared); CG-BIT-007.cr_op_rd_x0.crc32_w_yes (not declared); CG-BIT-007.cr_op_rd_x0.crc32c_b_no (not declared); CG-BIT-007.cr_op_rd_x0.crc32c_b_yes (not declared); CG-BIT-007.cr_op_rd_x0.crc32c_h_no (not declared); CG-BIT-007.cr_op_rd_x0.crc32c_h_yes (not declared); CG-BIT-007.cr_op_rd_x0.crc32c_w_no (not declared); CG-BIT-007.cr_op_rd_x0.crc32c_w_yes (not declared); CG-BIT-008.cp_op.cmix (not declared); CG-BIT-008.cp_op.cmov (not declared); CG-BIT-008.cp_op.fsl (not declared); CG-BIT-008.cp_op.fsr (not declared); CG-BIT-008.cp_op.fsri (not declared); CG-BIT-008.cr_op_rd_x0.cmix_no (not declared); CG-BIT-008.cr_op_rd_x0.cmix_yes (not declared); CG-BIT-008.cr_op_rd_x0.cmov_no (not declared); CG-BIT-008.cr_op_rd_x0.cmov_yes (not declared); CG-BIT-008.cr_op_rd_x0.fsl_no (not declared); CG-BIT-008.cr_op_rd_x0.fsl_yes (not declared); CG-BIT-008.cr_op_rd_x0.fsr_no (not declared); CG-BIT-008.cr_op_rd_x0.fsr_yes (not declared); CG-BIT-008.cr_op_rd_x0.fsri_no (not declared); CG-BIT-008.cr_op_rd_x0.fsri_yes (not declared),0,no,,,UNHIT (99 of 196 bins)
TP-BIT-040,gen_bit_ratified,gen_test_bit_ratified,smoke,3,PASS,yes,4,4,CG-BIT-011.cp_misa.b_clear (not declared); CG-BIT-011.cp_misa.c_set (not declared); CG-BIT-011.cp_misa.m_set (not declared); CG-BIT-011.cp_misa.x_set (not declared),0,no,,,UNHIT (4 of 4 bins)
TP-CMP-001,gen_cmp_zca,gen_test_cmp_zca,smoke,3,PASS,yes,137,21,CG-CMP-001.cr_insn_align.c_jalr_half (bins_not_hit); CG-CMP-001.cr_insn_next.c_add_n16 (bins_not_hit); CG-CMP-001.cr_insn_next.c_addi4spn_n16 (bins_not_hit); CG-CMP-001.cr_insn_next.c_and_n16 (bins_not_hit); CG-CMP-001.cr_insn_next.c_andi_n16 (bins_not_hit); CG-CMP-001.cr_insn_next.c_beqz_n16 (bins_not_hit); CG-CMP-001.cr_insn_next.c_bnez_n16 (bins_not_hit); CG-CMP-001.cr_insn_next.c_jal_n16 (bins_not_hit); CG-CMP-001.cr_insn_next.c_jalr_n16 (bins_not_hit); CG-CMP-001.cr_insn_next.c_jr_n16 (bins_not_hit); CG-CMP-001.cr_insn_next.c_lui_n16 (bins_not_hit); CG-CMP-001.cr_insn_next.c_lw_n16 (bins_not_hit); CG-CMP-001.cr_insn_next.c_lwsp_n16 (bins_not_hit); CG-CMP-001.cr_insn_next.c_mv_n16 (bins_not_hit); CG-CMP-001.cr_insn_next.c_or_n16 (bins_not_hit); CG-CMP-001.cr_insn_next.c_srai_n16 (bins_not_hit); CG-CMP-001.cr_insn_next.c_srli_n16 (bins_not_hit); CG-CMP-001.cr_insn_next.c_sub_n16 (bins_not_hit); CG-CMP-001.cr_insn_next.c_sw_n16 (bins_not_hit); CG-CMP-001.cr_insn_next.c_swsp_n16 (bins_not_hit); CG-CMP-001.cr_insn_next.c_xor_n16 (bins_not_hit),0,no,,,UNHIT (21 of 137 bins)
TP-CMP-002,gen_cmp_zca,gen_test_cmp_zca,smoke,3,PASS,yes,12,0,,0,no,,,CREDITED
TP-CMP-004,gen_cmp_zca,gen_test_cmp_zca,smoke,3,PASS,yes,5,0,,0,no,,,CREDITED
TP-CMP-005,gen_cmp_zca,gen_test_cmp_zca,smoke,3,PASS,yes,20,2,CG-CMP-001.cr_insn_rdfull.c_lwsp_x3_7 (bins_not_hit); CG-CMP-001.cr_insn_rdfull.c_lwsp_x8_15 (bins_not_hit),0,no,,,UNHIT (2 of 20 bins)
TP-CMP-008,gen_cmp_zca,gen_test_cmp_zca,smoke,3,PASS,yes,13,0,,0,no,,,CREDITED
TP-CMP-010,gen_cmp_zca,gen_test_cmp_zca,smoke,3,PASS,yes,12,0,,0,no,,,CREDITED
TP-CMP-011,gen_cmp_zca,gen_test_cmp_zca,targeted,3,PASS,yes,7,1,CG-CMP-002.cp_cj_off.self (bins_not_hit),0,no,,,UNHIT (1 of 7 bins)
TP-CMP-012,gen_cmp_zca,gen_test_cmp_zca,smoke,3,PASS,yes,6,0,,0,no,,,CREDITED
TP-CMP-014,gen_cmp_zca,gen_test_cmp_zca,smoke,3,PASS,yes,6,0,,0,no,,,CREDITED
TP-CMP-016,gen_cmp_zca,gen_test_cmp_zca,smoke,3,PASS,yes,12,0,,0,no,,,CREDITED
TP-CMP-017,gen_cmp_zca,gen_test_cmp_zca,targeted,3,PASS,yes,12,1,CG-CMP-004.cp_class.addi16sp_imm0 (not declared),0,no,,,UNHIT (1 of 12 bins)
TP-CMP-018,gen_cmp_zca,gen_test_cmp_zca,smoke,3,PASS,yes,17,0,,0,no,,,CREDITED
TP-CMP-020,gen_cmp_zca,gen_test_cmp_zca,smoke,3,PASS,yes,12,0,,0,no,,,CREDITED
TP-CMP-021,gen_cmp_zca,gen_test_cmp_zca,smoke,3,PASS,yes,36,0,,0,no,,,CREDITED
TP-CMP-023,gen_cmp_zca,gen_test_cmp_zca,smoke,3,PASS,yes,30,0,,0,no,,,CREDITED
TP-CMP-024,gen_cmp_zca,gen_test_cmp_zca,smoke,3,PASS,yes,26,0,,0,no,,,CREDITED
TP-CMP-026,gen_cmp_zca,gen_test_cmp_zca,smoke,3,PASS,yes,11,0,,0,no,,,CREDITED
TP-CMP-028,gen_cmp_zca,gen_test_cmp_zca,smoke,3,PASS,yes,6,0,,0,no,,,CREDITED
TP-CMP-030,gen_cmp_zca,gen_test_cmp_zca,smoke,3,PASS,yes,11,0,,0,no,,,CREDITED
TP-CMP-032,gen_cmp_zca,gen_test_cmp_zca,smoke,3,PASS,yes,5,0,,0,no,,,CREDITED
TP-CMP-033,gen_cmp_zca,gen_test_cmp_zca,targeted,3,PASS,yes,12,12,CG-ISA-009.cp_debug_mode.no (not declared); CG-ISA-009.cp_ebreakm.clr (not declared); CG-ISA-009.cp_ebreakm.set (not declared); CG-ISA-009.cp_ebreaku.set (not declared); CG-ISA-009.cp_op.c_ebreak (not declared); CG-ISA-009.cp_outcome.debug_entry (not declared); CG-ISA-009.cp_outcome.exception (not declared); CG-ISA-009.cp_priv.m (not declared); CG-ISA-009.cp_priv.u (not declared); CG-ISA-009.cr_ebreak.c_m_dbg (not declared); CG-ISA-009.cr_ebreak.c_m_exc (not declared); CG-ISA-009.cr_ebreak.c_u_dbg (not declared),0,no,,,UNHIT (12 of 12 bins)
TP-CMP-034,gen_cmp_zcb,gen_test_cmp_zcb,smoke,3,PASS,yes,45,0,,0,no,,,CREDITED
TP-CMP-036,gen_cmp_zcb,gen_test_cmp_zcb,smoke,3,PASS,yes,41,6,CG-CMP-005.cp_alu_operand.rand (bins_not_hit); CG-CMP-005.cr_alu_operand.c_not_rand (bins_not_hit); CG-CMP-005.cr_alu_operand.c_sext_b_rand (bins_not_hit); CG-CMP-005.cr_alu_operand.c_sext_h_rand (bins_not_hit); CG-CMP-005.cr_alu_operand.c_zext_b_rand (bins_not_hit); CG-CMP-005.cr_alu_operand.c_zext_h_rand (bins_not_hit),0,no,,,UNHIT (6 of 41 bins)
TP-CMP-038,gen_cmp_zcb,gen_test_cmp_zcb,smoke,3,PASS,yes,24,8,CG-MUL-001.cp_rs1_class.all_ones (bins_not_hit); CG-MUL-001.cp_rs1_class.int_max (bins_not_hit); CG-MUL-001.cp_rs1_class.int_min (bins_not_hit); CG-MUL-001.cp_rs1_class.zero (bins_not_hit); CG-MUL-001.cr_op_rs1.c_mul_all_ones (bins_not_hit); CG-MUL-001.cr_op_rs1.c_mul_int_max (bins_not_hit); CG-MUL-001.cr_op_rs1.c_mul_int_min (bins_not_hit); CG-MUL-001.cr_op_rs1.c_mul_zero (bins_not_hit),0,no,,,UNHIT (8 of 24 bins)
TP-CMP-039,gen_cmp_zcmp_basic,gen_test_cmp_zcmp_basic,smoke,3,PASS,yes,72,4,CG-CMP-006.cr_insn_delay.cm_push_long (bins_not_hit); CG-CMP-006.cr_insn_delay.cm_push_min1 (bins_not_hit); CG-CMP-006.cr_insn_delay.cm_push_mixed (bins_not_hit); CG-CMP-006.cr_insn_delay.cm_push_short (bins_not_hit),0,no,,,UNHIT (4 of 72 bins)
TP-CMP-040,gen_cmp_zcmp_basic,gen_test_cmp_zcmp_basic,targeted,3,PASS,yes,5,0,,0,no,,,CREDITED
TP-CMP-041,gen_cmp_zcmp_basic,gen_test_cmp_zcmp_basic,targeted,3,PASS,yes,5,0,,0,no,,,CREDITED
TP-CMP-042,gen_cmp_zcmp_basic,gen_test_cmp_zcmp_basic,targeted,3,PASS,yes,10,0,,0,no,,,CREDITED
TP-CMP-043,gen_cmp_zcmp_basic,gen_test_cmp_zcmp_basic,targeted,3,PASS,yes,11,0,,0,no,,,CREDITED
TP-CMP-045,gen_cmp_zcmp_basic,gen_test_cmp_zcmp_basic,smoke,3,PASS,yes,67,0,,0,no,,,CREDITED
TP-CMP-046,gen_cmp_zcmp_basic,gen_test_cmp_zcmp_basic,targeted,3,PASS,yes,5,0,,0,no,,,CREDITED
